Warehouse_ID,Store_ID,Invoice No,Match Method,Label Damage, Damage,Returns Collected,DateTime arrived at store,DateTime Left store
3,44,7841,Scanned,0,1,0,07/06/2020 00:45:00,07/06/2020 00:59:03
1,23,1408,Manual,1,0,0,30/04/2020 07:45:00,30/04/2020 07:45:03
10,1,2205,Scanned,0,0,0,29/03/2020 23:01:00,29/03/2020 23:46:36
5,27,1945,Manual,1,1,1,28/05/2020 11:17:00,28/05/2020 11:41:28
4,35,5778,Scanned,1,1,1,27/01/2020 12:18:00,27/01/2020 12:58:04
1,42,7085,Scanned,0,1,0,23/06/2020 23:09:00,24/06/2020 00:06:53
10,29,9365,Manual,0,1,0,20/01/2020 16:36:00,20/01/2020 17:18:27
5,2,694,Scanned,0,0,1,21/03/2020 15:30:00,21/03/2020 15:38:46
7,50,1156,Manual,0,0,1,21/02/2020 06:07:00,21/02/2020 07:06:55
6,47,8358,Scanned,0,0,0,04/05/2020 00:00:00,04/05/2020 00:36:04
4,25,5558,Scanned,0,1,1,24/03/2020 11:20:00,24/03/2020 12:09:40
8,39,4595,Manual,1,1,0,07/01/2020 07:26:00,07/01/2020 08:08:20
1,30,5079,Scanned,1,0,1,18/01/2020 01:07:00,18/01/2020 01:08:39
9,40,2796,Scanned,0,1,0,09/06/2020 09:12:00,09/06/2020 09:53:55
2,5,6390,Manual,0,0,0,21/02/2020 09:07:00,21/02/2020 09:10:17
3,40,2167,Manual,1,0,0,17/06/2020 23:21:00,18/06/2020 00:13:14
10,15,4649,Manual,0,0,1,24/06/2020 17:57:00,24/06/2020 18:29:43
9,35,9438,Scanned,1,0,0,13/01/2020 09:44:00,13/01/2020 10:39:01
4,37,2765,Scanned,1,0,1,26/04/2020 23:43:00,27/04/2020 00:42:46
5,8,6340,Manual,1,1,1,06/05/2020 04:33:00,06/05/2020 04:43:21
1,36,4640,Manual,1,1,1,19/01/2020 18:10:00,19/01/2020 18:22:47
2,13,4763,Manual,0,0,0,22/04/2020 23:10:00,23/04/2020 00:02:19
7,43,3663,Scanned,1,1,0,21/02/2020 00:07:00,21/02/2020 00:20:22
7,25,5990,Manual,1,0,0,28/05/2020 23:01:00,28/05/2020 23:07:35
3,33,1210,Manual,1,1,0,20/04/2020 10:23:00,20/04/2020 11:22:44
2,30,675,Manual,0,1,1,06/04/2020 07:59:00,06/04/2020 08:49:31
7,24,976,Scanned,1,1,0,07/06/2020 20:27:00,07/06/2020 21:14:32
5,48,826,Scanned,0,0,1,21/06/2020 12:44:00,21/06/2020 13:33:01
1,33,8496,Scanned,0,1,1,24/02/2020 23:51:00,25/02/2020 00:08:37
7,39,5807,Scanned,1,0,0,12/06/2020 10:44:00,12/06/2020 11:35:16
3,36,7530,Scanned,1,0,0,30/01/2020 13:51:00,30/01/2020 14:25:45
2,7,8356,Scanned,1,1,1,21/06/2020 17:26:00,21/06/2020 17:32:59
3,32,7268,Manual,1,1,1,14/03/2020 17:13:00,14/03/2020 17:55:52
6,25,8205,Manual,0,1,0,02/04/2020 15:54:00,02/04/2020 16:01:26
6,40,6876,Manual,1,0,0,21/04/2020 03:21:00,21/04/2020 03:27:12
1,26,3215,Scanned,1,1,1,16/02/2020 06:42:00,16/02/2020 06:49:13
7,2,6503,Manual,0,1,0,18/05/2020 19:05:00,18/05/2020 19:06:20
9,3,1512,Scanned,1,1,0,30/05/2020 09:42:00,30/05/2020 10:27:22
7,4,6240,Manual,0,0,1,05/03/2020 20:47:00,05/03/2020 21:08:09
1,48,9427,Scanned,1,0,1,29/05/2020 16:06:00,29/05/2020 16:17:54
2,50,7287,Scanned,0,0,0,25/01/2020 18:29:00,25/01/2020 19:00:15
3,29,3213,Scanned,0,0,1,28/06/2020 10:28:00,28/06/2020 11:26:38
9,29,1520,Scanned,1,0,0,13/05/2020 03:11:00,13/05/2020 03:22:40
4,30,4927,Manual,1,1,0,19/03/2020 10:55:00,19/03/2020 11:14:44
1,46,9155,Scanned,1,1,0,15/05/2020 07:44:00,15/05/2020 07:57:03
9,21,5208,Manual,0,1,1,14/05/2020 09:52:00,14/05/2020 10:40:44
3,23,5129,Manual,0,0,0,22/05/2020 01:40:00,22/05/2020 02:08:22
4,47,8316,Scanned,1,1,1,13/04/2020 03:44:00,13/04/2020 03:59:02
8,11,9127,Manual,0,1,0,22/02/2020 10:23:00,22/02/2020 10:32:15
2,47,7219,Scanned,1,1,1,23/06/2020 06:28:00,23/06/2020 06:55:17
4,3,5755,Manual,0,1,0,05/05/2020 05:49:00,05/05/2020 05:58:49
9,4,8786,Scanned,1,1,1,02/03/2020 10:28:00,02/03/2020 11:00:06
5,16,2932,Manual,0,0,0,03/04/2020 23:11:00,03/04/2020 23:23:33
7,18,2621,Manual,0,0,1,29/05/2020 14:25:00,29/05/2020 14:37:55
8,46,1488,Scanned,1,1,0,23/03/2020 00:38:00,23/03/2020 01:17:09
10,19,7905,Manual,0,1,1,15/04/2020 15:14:00,15/04/2020 16:08:02
3,48,9007,Manual,0,1,0,29/01/2020 14:33:00,29/01/2020 14:38:52
5,2,6743,Scanned,1,0,1,02/02/2020 15:02:00,02/02/2020 16:01:49
10,13,4755,Manual,0,0,1,25/04/2020 20:59:00,25/04/2020 21:50:24
8,14,4156,Manual,0,1,0,07/04/2020 05:39:00,07/04/2020 06:04:31
5,34,4962,Scanned,1,1,1,27/04/2020 10:42:00,27/04/2020 11:39:18
7,48,7430,Scanned,0,1,1,18/04/2020 03:34:00,18/04/2020 04:11:58
4,30,9788,Scanned,0,0,1,23/03/2020 19:56:00,23/03/2020 20:48:58
8,16,19,Manual,0,1,0,03/01/2020 16:03:00,03/01/2020 16:47:36
5,29,6318,Manual,0,1,1,21/02/2020 18:35:00,21/02/2020 18:55:08
10,14,8539,Scanned,0,1,0,08/01/2020 11:18:00,08/01/2020 11:46:29
9,31,3261,Scanned,1,0,1,29/06/2020 05:29:00,29/06/2020 06:20:57
8,28,1642,Scanned,0,1,1,24/06/2020 03:32:00,24/06/2020 03:50:35
9,20,8125,Manual,1,1,1,25/06/2020 02:35:00,25/06/2020 03:27:16
2,24,5716,Scanned,0,1,0,11/05/2020 03:04:00,11/05/2020 03:39:57
3,13,6455,Manual,0,0,1,20/04/2020 14:36:00,20/04/2020 15:20:04
1,3,535,Manual,0,1,1,18/04/2020 04:55:00,18/04/2020 05:24:47
5,35,8705,Manual,0,1,0,20/02/2020 01:36:00,20/02/2020 02:05:37
8,21,4550,Scanned,0,0,1,14/04/2020 17:21:00,14/04/2020 18:12:15
2,14,596,Scanned,0,1,0,23/06/2020 10:00:00,23/06/2020 10:44:36
2,40,8442,Manual,0,1,1,09/01/2020 16:26:00,09/01/2020 16:26:20
9,20,6174,Manual,1,0,1,26/04/2020 06:35:00,26/04/2020 07:19:20
1,42,1391,Scanned,0,0,0,12/06/2020 13:36:00,12/06/2020 13:49:42
5,35,4812,Scanned,1,1,0,29/05/2020 09:52:00,29/05/2020 10:45:10
6,34,4104,Scanned,0,0,1,03/05/2020 13:21:00,03/05/2020 13:34:48
4,29,7224,Scanned,1,0,0,26/03/2020 21:48:00,26/03/2020 22:13:42
6,5,6808,Scanned,0,1,1,23/05/2020 04:33:00,23/05/2020 05:25:06
3,41,5670,Manual,0,1,0,20/04/2020 08:29:00,20/04/2020 09:00:52
9,45,2969,Scanned,1,1,0,24/06/2020 01:34:00,24/06/2020 01:47:12
7,23,8595,Manual,1,0,1,10/05/2020 02:10:00,10/05/2020 02:50:51
2,4,985,Scanned,1,0,1,15/01/2020 11:34:00,15/01/2020 12:07:57
3,15,367,Manual,1,0,1,13/02/2020 22:33:00,13/02/2020 22:37:05
4,26,9205,Scanned,1,0,1,04/05/2020 01:00:00,04/05/2020 01:42:43
2,34,1046,Scanned,0,1,1,28/01/2020 20:13:00,28/01/2020 20:48:33
4,20,2486,Manual,1,0,0,12/05/2020 17:44:00,12/05/2020 18:32:48
8,29,1728,Scanned,1,0,0,13/01/2020 13:30:00,13/01/2020 14:03:57
3,14,144,Manual,0,0,1,03/06/2020 23:50:00,04/06/2020 00:24:17
10,43,5684,Scanned,1,0,1,19/04/2020 22:56:00,19/04/2020 23:51:47
8,43,8650,Manual,0,1,0,19/04/2020 08:54:00,19/04/2020 09:05:43
4,26,5726,Scanned,0,0,1,09/01/2020 04:55:00,09/01/2020 05:15:08
6,34,3447,Manual,1,0,1,19/06/2020 15:59:00,19/06/2020 16:09:28
9,12,2806,Scanned,1,0,0,27/04/2020 05:17:00,27/04/2020 06:13:26
8,10,9015,Scanned,0,1,1,21/03/2020 01:03:00,21/03/2020 01:21:29
2,13,1742,Scanned,1,0,0,23/01/2020 11:11:00,23/01/2020 11:46:37
4,16,6388,Scanned,1,0,1,19/03/2020 09:42:00,19/03/2020 10:38:07
7,41,3496,Scanned,1,1,0,27/02/2020 01:12:00,27/02/2020 01:47:13
9,50,1157,Scanned,0,0,1,26/02/2020 07:58:00,26/02/2020 07:59:07
7,21,5341,Manual,0,1,1,27/04/2020 22:29:00,27/04/2020 22:30:19
10,26,8142,Scanned,0,0,0,29/06/2020 00:03:00,29/06/2020 00:28:48
8,30,3307,Scanned,1,1,0,06/01/2020 03:43:00,06/01/2020 04:02:02
7,44,8893,Manual,0,0,1,24/06/2020 01:05:00,24/06/2020 01:13:08
6,20,3122,Scanned,0,1,0,18/04/2020 09:58:00,18/04/2020 10:33:33
10,1,4260,Scanned,0,1,0,07/01/2020 12:42:00,07/01/2020 13:24:37
10,2,8845,Scanned,1,1,0,09/01/2020 09:30:00,09/01/2020 09:55:04
4,48,3049,Manual,1,1,0,01/04/2020 10:53:00,01/04/2020 11:00:57
7,5,729,Scanned,0,1,0,25/06/2020 14:38:00,25/06/2020 14:41:28
4,9,3603,Scanned,1,1,1,25/01/2020 12:15:00,25/01/2020 12:40:00
8,45,6648,Manual,0,1,1,05/05/2020 11:44:00,05/05/2020 11:47:45
7,31,4818,Manual,1,0,0,20/03/2020 03:51:00,20/03/2020 04:21:37
5,41,2809,Scanned,0,1,0,22/06/2020 09:15:00,22/06/2020 09:22:10
1,15,7963,Scanned,0,0,1,23/03/2020 04:27:00,23/03/2020 04:35:29
2,8,4406,Manual,0,1,0,28/04/2020 21:55:00,28/04/2020 22:53:56
7,18,1406,Manual,0,1,1,16/05/2020 09:56:00,16/05/2020 10:51:28
1,14,5629,Manual,0,1,0,04/02/2020 10:59:00,04/02/2020 11:06:24
2,4,4045,Scanned,0,1,0,24/02/2020 18:04:00,24/02/2020 18:06:37
1,20,5186,Scanned,1,1,1,04/01/2020 20:12:00,04/01/2020 20:26:32
4,3,4589,Scanned,0,1,0,03/01/2020 22:56:00,03/01/2020 23:36:47
4,10,2304,Scanned,0,0,1,25/04/2020 11:32:00,25/04/2020 11:42:14
6,31,8029,Scanned,1,1,1,27/02/2020 13:03:00,27/02/2020 13:42:41
2,12,3534,Scanned,0,1,0,10/06/2020 19:30:00,10/06/2020 19:40:09
10,21,1064,Manual,1,1,0,22/06/2020 11:57:00,22/06/2020 12:09:54
3,37,522,Scanned,1,1,0,18/02/2020 02:10:00,18/02/2020 02:58:02
10,18,2554,Manual,1,0,1,22/01/2020 15:35:00,22/01/2020 15:45:20
8,6,4610,Scanned,0,1,0,20/04/2020 14:39:00,20/04/2020 15:27:27
5,33,6226,Manual,1,0,1,02/02/2020 20:02:00,02/02/2020 20:44:34
2,27,2639,Manual,1,0,1,08/01/2020 07:12:00,08/01/2020 07:32:17
7,25,6408,Manual,1,0,0,05/05/2020 07:40:00,05/05/2020 07:51:22
7,16,5432,Scanned,0,0,0,02/06/2020 00:39:00,02/06/2020 01:23:09
2,26,9441,Scanned,1,0,0,12/03/2020 00:50:00,12/03/2020 01:37:04
8,41,8227,Scanned,1,1,0,12/02/2020 02:16:00,12/02/2020 02:48:56
9,24,6220,Scanned,1,0,1,22/01/2020 18:17:00,22/01/2020 18:59:17
1,13,8863,Manual,0,0,0,19/01/2020 06:25:00,19/01/2020 07:03:38
5,18,2837,Manual,0,1,0,16/02/2020 14:00:00,16/02/2020 14:52:16
4,35,9337,Scanned,1,1,1,31/05/2020 03:21:00,31/05/2020 03:41:53
5,46,1358,Scanned,0,1,0,03/06/2020 07:20:00,03/06/2020 07:51:04
2,46,12,Manual,1,0,0,17/02/2020 23:48:00,18/02/2020 00:22:56
8,34,1652,Manual,0,1,0,24/03/2020 16:25:00,24/03/2020 16:32:27
7,48,8293,Scanned,0,1,0,02/02/2020 02:05:00,02/02/2020 02:25:40
9,30,845,Scanned,0,0,0,10/01/2020 14:28:00,10/01/2020 15:23:47
2,36,5236,Manual,1,1,1,16/04/2020 18:46:00,16/04/2020 19:01:03
9,44,7813,Manual,1,1,0,02/03/2020 12:45:00,02/03/2020 13:15:06
5,41,7539,Manual,0,1,1,22/06/2020 15:24:00,22/06/2020 15:48:38
4,45,2761,Manual,1,1,0,21/03/2020 14:04:00,21/03/2020 14:18:33
9,23,3155,Scanned,1,1,1,24/03/2020 15:48:00,24/03/2020 16:03:48
2,4,5478,Scanned,0,1,1,18/01/2020 21:51:00,18/01/2020 22:07:32
1,8,2494,Scanned,1,0,1,13/03/2020 18:28:00,13/03/2020 18:38:00
8,11,6417,Scanned,0,1,0,05/02/2020 02:33:00,05/02/2020 02:44:47
2,31,9131,Manual,0,0,1,20/03/2020 10:19:00,20/03/2020 10:20:34
2,22,9513,Scanned,1,1,0,09/05/2020 18:36:00,09/05/2020 18:58:11
1,45,6793,Manual,1,1,1,26/04/2020 00:35:00,26/04/2020 00:50:48
5,49,6738,Manual,1,0,0,12/05/2020 03:24:00,12/05/2020 03:57:23
8,43,1260,Scanned,1,0,0,09/04/2020 22:29:00,09/04/2020 23:02:47
4,26,6290,Scanned,0,0,0,01/01/2020 15:33:00,01/01/2020 16:15:54
1,27,9594,Scanned,1,0,1,12/03/2020 20:50:00,12/03/2020 20:57:09
4,28,1474,Manual,1,1,0,30/01/2020 12:07:00,30/01/2020 12:57:47
3,38,9432,Scanned,1,0,1,31/05/2020 01:25:00,31/05/2020 01:59:11
6,4,6684,Manual,1,1,0,10/04/2020 05:42:00,10/04/2020 06:34:24
10,11,6255,Scanned,0,1,0,07/04/2020 11:37:00,07/04/2020 12:18:18
4,35,737,Scanned,0,1,1,09/04/2020 14:39:00,09/04/2020 14:50:07
7,47,6744,Scanned,1,1,0,31/01/2020 23:11:00,31/01/2020 23:15:11
10,47,2129,Scanned,1,1,1,20/01/2020 15:24:00,20/01/2020 15:27:20
6,37,382,Manual,1,1,0,02/05/2020 12:24:00,02/05/2020 13:23:03
1,5,8841,Manual,1,1,1,26/01/2020 08:07:00,26/01/2020 08:21:02
8,9,3214,Scanned,1,1,1,11/01/2020 01:40:00,11/01/2020 01:46:54
8,13,2945,Manual,0,0,0,22/03/2020 09:05:00,22/03/2020 09:21:11
2,49,9588,Scanned,1,0,0,09/06/2020 10:15:00,09/06/2020 10:51:05
5,7,8901,Scanned,0,0,1,09/01/2020 14:55:00,09/01/2020 15:11:55
10,2,2553,Manual,1,0,1,30/03/2020 22:31:00,30/03/2020 23:14:43
4,46,8817,Scanned,1,0,1,24/03/2020 10:00:00,24/03/2020 10:49:35
4,27,2697,Scanned,0,1,1,31/03/2020 11:50:00,31/03/2020 12:25:06
4,5,9946,Scanned,0,1,0,29/06/2020 00:54:00,29/06/2020 01:42:18
8,29,764,Manual,0,1,0,22/04/2020 12:25:00,22/04/2020 12:43:15
8,15,2327,Manual,1,1,1,18/05/2020 00:53:00,18/05/2020 01:30:11
6,31,53,Scanned,0,0,0,18/01/2020 16:55:00,18/01/2020 16:59:57
5,19,6525,Scanned,1,1,1,02/05/2020 00:51:00,02/05/2020 01:50:42
3,20,7707,Manual,1,1,1,19/05/2020 12:05:00,19/05/2020 12:11:02
8,9,4699,Manual,1,1,0,20/02/2020 09:40:00,20/02/2020 10:29:44
2,11,6371,Scanned,0,1,1,15/06/2020 13:20:00,15/06/2020 13:59:55
2,5,313,Manual,0,1,1,25/01/2020 18:54:00,25/01/2020 19:07:52
6,44,788,Scanned,1,1,1,04/06/2020 04:30:00,04/06/2020 05:25:24
1,48,3935,Manual,0,1,0,09/04/2020 12:48:00,09/04/2020 13:13:22
5,22,5423,Manual,0,1,0,05/03/2020 15:03:00,05/03/2020 15:09:26
8,50,5352,Manual,1,0,0,22/02/2020 09:17:00,22/02/2020 10:03:19
3,36,1747,Manual,1,0,1,25/05/2020 02:47:00,25/05/2020 03:36:30
9,5,5783,Scanned,0,1,1,11/04/2020 21:02:00,11/04/2020 21:42:59
5,11,8230,Scanned,0,0,0,10/06/2020 12:35:00,10/06/2020 12:59:39
9,20,4323,Scanned,0,1,0,09/02/2020 14:05:00,09/02/2020 14:28:13
5,36,5221,Manual,0,0,1,27/05/2020 12:28:00,27/05/2020 13:00:32
7,42,6960,Manual,1,1,1,05/05/2020 18:01:00,05/05/2020 18:54:20
2,5,2849,Manual,0,1,1,11/06/2020 05:06:00,11/06/2020 06:00:17
4,31,8600,Scanned,1,0,0,19/02/2020 14:09:00,19/02/2020 14:30:44
2,35,160,Scanned,1,1,0,19/06/2020 22:54:00,19/06/2020 23:30:27
3,9,768,Scanned,0,0,1,09/01/2020 18:42:00,09/01/2020 19:20:08
9,25,7256,Manual,1,1,0,17/02/2020 22:38:00,17/02/2020 23:36:18
9,26,95,Scanned,1,1,1,30/03/2020 07:04:00,30/03/2020 07:04:33
8,46,4174,Scanned,0,1,1,30/04/2020 12:56:00,30/04/2020 13:26:47
10,49,5774,Manual,1,1,1,02/01/2020 18:22:00,02/01/2020 18:50:23
3,1,4231,Manual,0,1,0,04/02/2020 11:47:00,04/02/2020 12:31:28
8,18,5899,Scanned,1,0,1,29/06/2020 01:45:00,29/06/2020 01:57:22
3,22,9201,Manual,0,1,1,26/03/2020 02:59:00,26/03/2020 03:46:32
2,28,6084,Manual,0,0,1,04/05/2020 14:36:00,04/05/2020 15:10:23
7,6,9302,Scanned,1,1,1,29/05/2020 22:03:00,29/05/2020 22:38:32
2,41,5007,Scanned,1,0,0,27/04/2020 07:07:00,27/04/2020 07:52:58
7,50,1148,Scanned,0,0,0,03/05/2020 03:31:00,03/05/2020 03:39:34
10,14,5011,Manual,1,1,1,27/06/2020 08:39:00,27/06/2020 09:34:00
2,50,814,Manual,0,0,0,09/01/2020 15:07:00,09/01/2020 15:43:09
2,19,8208,Scanned,0,0,1,17/02/2020 14:53:00,17/02/2020 15:15:06
1,50,801,Manual,0,0,1,27/03/2020 01:12:00,27/03/2020 01:17:36
4,27,621,Manual,1,0,1,24/06/2020 15:32:00,24/06/2020 16:19:02
2,36,2458,Manual,0,1,1,30/03/2020 13:49:00,30/03/2020 14:47:40
10,44,9934,Manual,1,1,0,25/02/2020 00:40:00,25/02/2020 00:43:09
6,36,7988,Scanned,1,1,1,28/01/2020 03:56:00,28/01/2020 04:15:34
8,50,4332,Manual,1,1,0,06/04/2020 17:05:00,06/04/2020 17:48:33
9,32,8561,Scanned,1,0,1,21/02/2020 03:23:00,21/02/2020 04:21:19
3,17,2942,Scanned,1,0,1,06/06/2020 06:23:00,06/06/2020 06:48:28
6,45,7792,Manual,1,0,1,19/01/2020 07:15:00,19/01/2020 07:18:29
7,2,1161,Manual,0,1,0,30/03/2020 21:56:00,30/03/2020 22:22:46
5,1,1665,Scanned,0,0,1,06/02/2020 20:24:00,06/02/2020 20:51:31
8,2,5059,Manual,1,0,0,18/01/2020 06:09:00,18/01/2020 06:28:44
7,25,9630,Scanned,0,0,0,30/06/2020 02:22:00,30/06/2020 03:05:22
3,19,3610,Scanned,0,0,0,23/01/2020 09:01:00,23/01/2020 09:45:18
2,46,2794,Manual,0,0,1,05/01/2020 12:29:00,05/01/2020 12:30:28
4,44,8932,Manual,0,0,0,02/03/2020 15:38:00,02/03/2020 16:35:20
9,32,8670,Scanned,0,1,0,02/01/2020 12:16:00,02/01/2020 12:31:02
3,6,6986,Scanned,0,0,1,29/01/2020 14:48:00,29/01/2020 15:09:26
7,16,3994,Scanned,1,1,0,28/04/2020 17:39:00,28/04/2020 18:17:01
6,46,4121,Scanned,1,1,0,09/01/2020 06:18:00,09/01/2020 06:55:35
5,49,9484,Scanned,0,0,0,13/03/2020 07:40:00,13/03/2020 08:09:36
8,48,7879,Scanned,1,0,1,17/01/2020 03:14:00,17/01/2020 04:02:57
1,29,3494,Manual,0,1,0,24/02/2020 12:43:00,24/02/2020 13:30:17
3,11,1373,Manual,0,1,1,08/01/2020 19:59:00,08/01/2020 20:25:42
5,7,2805,Manual,1,0,1,28/02/2020 05:07:00,28/02/2020 05:45:39
2,26,5015,Scanned,0,1,1,02/06/2020 16:27:00,02/06/2020 16:45:12
6,49,3462,Manual,1,0,0,04/01/2020 01:43:00,04/01/2020 02:30:08
6,47,9933,Scanned,1,1,1,05/06/2020 01:52:00,05/06/2020 02:20:20
1,26,4160,Scanned,1,0,0,11/02/2020 06:57:00,11/02/2020 06:58:58
9,10,2298,Manual,0,1,0,02/06/2020 13:57:00,02/06/2020 14:18:24
8,36,25,Manual,1,1,0,19/06/2020 07:46:00,19/06/2020 07:54:29
4,29,6962,Scanned,0,1,0,05/05/2020 00:49:00,05/05/2020 01:48:49
9,14,5362,Scanned,0,1,0,22/03/2020 02:30:00,22/03/2020 02:38:05
2,3,4932,Manual,1,1,0,10/06/2020 11:25:00,10/06/2020 11:34:12
2,48,6197,Scanned,0,0,1,06/02/2020 12:22:00,06/02/2020 13:14:26
2,35,9290,Manual,0,0,0,01/01/2020 11:53:00,01/01/2020 12:02:51
2,32,8457,Manual,1,1,1,10/03/2020 17:23:00,10/03/2020 17:32:00
7,50,7285,Scanned,0,0,0,25/03/2020 00:06:00,25/03/2020 00:41:41
8,14,6554,Manual,0,1,0,29/03/2020 00:09:00,29/03/2020 00:35:32
8,32,8601,Scanned,1,1,1,06/01/2020 16:20:00,06/01/2020 16:35:05
2,20,2143,Scanned,1,0,1,01/06/2020 03:17:00,01/06/2020 03:19:26
7,12,4010,Scanned,0,0,1,15/05/2020 19:02:00,15/05/2020 19:32:40
1,14,5325,Manual,0,0,0,23/01/2020 19:30:00,23/01/2020 20:01:35
5,32,7779,Scanned,1,0,1,04/03/2020 01:30:00,04/03/2020 02:14:44
9,31,585,Scanned,0,0,0,30/03/2020 16:47:00,30/03/2020 16:57:19
10,4,3210,Scanned,1,1,1,22/01/2020 11:27:00,22/01/2020 12:01:21
3,25,6424,Scanned,0,0,0,19/05/2020 10:37:00,19/05/2020 11:07:26
1,8,816,Manual,1,0,0,03/01/2020 18:43:00,03/01/2020 19:04:14
5,39,4965,Scanned,0,1,0,03/03/2020 12:51:00,03/03/2020 13:31:49
9,35,2197,Scanned,1,1,1,13/03/2020 01:42:00,13/03/2020 01:57:48
9,27,5992,Scanned,1,0,1,28/04/2020 04:23:00,28/04/2020 04:36:46
5,23,4856,Scanned,0,0,1,04/06/2020 22:37:00,04/06/2020 22:45:29
8,46,7100,Scanned,1,0,0,21/04/2020 05:30:00,21/04/2020 06:04:29
5,28,5823,Scanned,1,1,1,19/04/2020 19:18:00,19/04/2020 19:35:27
10,23,7736,Scanned,1,1,1,27/02/2020 07:29:00,27/02/2020 08:09:27
5,20,4480,Manual,1,0,0,22/03/2020 14:33:00,22/03/2020 14:50:40
4,9,6184,Manual,0,0,1,13/04/2020 02:12:00,13/04/2020 02:26:59
5,36,7161,Manual,1,1,1,12/03/2020 19:09:00,12/03/2020 19:23:02
10,21,375,Manual,0,0,0,15/02/2020 09:24:00,15/02/2020 09:40:57
8,29,8964,Manual,1,1,1,02/02/2020 18:30:00,02/02/2020 18:50:20
2,33,7569,Scanned,0,1,0,16/03/2020 14:27:00,16/03/2020 14:32:17
1,26,852,Scanned,0,1,1,27/02/2020 10:46:00,27/02/2020 11:25:22
8,29,8107,Scanned,0,0,0,04/06/2020 07:03:00,04/06/2020 08:00:24
7,31,1750,Scanned,1,0,1,06/06/2020 12:22:00,06/06/2020 12:28:10
4,15,4085,Manual,0,0,1,27/05/2020 17:30:00,27/05/2020 17:38:53
1,34,9040,Manual,0,1,0,14/02/2020 21:16:00,14/02/2020 21:36:05
10,11,2785,Manual,0,0,0,16/04/2020 00:16:00,16/04/2020 00:52:29
3,36,2440,Manual,0,1,0,01/01/2020 22:12:00,01/01/2020 22:21:00
6,11,32,Manual,0,0,1,09/02/2020 11:44:00,09/02/2020 12:42:25
5,17,9323,Manual,1,0,0,07/03/2020 21:20:00,07/03/2020 22:06:12
4,5,9599,Scanned,1,1,1,31/01/2020 16:06:00,31/01/2020 16:25:39
1,29,1355,Scanned,0,0,0,26/04/2020 22:18:00,26/04/2020 23:15:50
8,13,7705,Manual,1,1,1,17/05/2020 02:56:00,17/05/2020 03:12:06
10,32,5852,Scanned,1,0,0,31/01/2020 01:06:00,31/01/2020 01:12:44
10,12,4425,Scanned,1,0,1,07/06/2020 13:35:00,07/06/2020 13:47:38
1,19,6587,Manual,0,0,0,25/06/2020 19:58:00,25/06/2020 20:49:24
4,33,5925,Scanned,0,0,0,13/04/2020 22:22:00,13/04/2020 23:01:31
2,17,2326,Manual,1,0,0,26/05/2020 21:55:00,26/05/2020 21:57:32
9,30,3950,Manual,1,1,0,03/05/2020 18:13:00,03/05/2020 18:37:30
4,6,3367,Manual,0,1,0,08/03/2020 18:34:00,08/03/2020 19:06:37
6,9,1821,Scanned,1,0,0,18/04/2020 18:04:00,18/04/2020 18:37:26
1,41,8122,Manual,1,1,0,27/06/2020 22:01:00,27/06/2020 22:28:34
3,20,8538,Scanned,1,1,1,16/06/2020 09:13:00,16/06/2020 09:36:54
8,14,6439,Manual,1,0,1,28/06/2020 17:14:00,28/06/2020 17:23:15
1,12,4681,Scanned,1,0,1,11/06/2020 10:54:00,11/06/2020 11:33:35
9,12,6171,Manual,1,0,0,02/01/2020 18:47:00,02/01/2020 19:25:13
5,22,7274,Scanned,0,0,1,14/03/2020 01:21:00,14/03/2020 01:26:01
4,26,4205,Manual,1,0,1,09/02/2020 02:03:00,09/02/2020 02:50:35
6,30,2077,Scanned,0,1,0,29/05/2020 11:58:00,29/05/2020 12:12:55
10,2,4070,Scanned,0,0,1,17/03/2020 23:20:00,18/03/2020 00:08:21
8,36,5505,Manual,0,1,0,29/06/2020 20:40:00,29/06/2020 21:27:14
2,46,6063,Manual,1,0,1,25/04/2020 12:39:00,25/04/2020 12:53:22
1,48,9177,Scanned,1,0,0,03/02/2020 22:14:00,03/02/2020 23:00:10
2,30,7240,Scanned,1,0,1,19/04/2020 20:18:00,19/04/2020 21:04:11
5,18,5260,Scanned,0,1,1,01/05/2020 10:43:00,01/05/2020 11:42:07
10,7,1730,Manual,0,1,1,20/01/2020 15:00:00,20/01/2020 15:10:30
3,3,9809,Scanned,1,1,1,02/01/2020 09:32:00,02/01/2020 09:45:06
2,13,4608,Scanned,0,0,0,22/04/2020 12:00:00,22/04/2020 12:38:17
5,38,7643,Manual,1,0,1,16/06/2020 14:40:00,16/06/2020 15:32:38
5,6,3460,Manual,1,0,0,11/02/2020 01:23:00,11/02/2020 02:06:19
10,48,576,Scanned,1,0,1,20/06/2020 02:06:00,20/06/2020 02:52:16
6,22,7122,Scanned,1,1,1,05/02/2020 21:38:00,05/02/2020 21:58:19
3,46,8168,Scanned,1,1,1,11/04/2020 10:01:00,11/04/2020 10:25:33
8,41,285,Scanned,1,0,1,10/01/2020 19:19:00,10/01/2020 19:19:29
10,25,7239,Manual,1,1,1,14/04/2020 13:09:00,14/04/2020 13:52:05
6,6,8262,Scanned,0,0,0,04/04/2020 09:20:00,04/04/2020 09:30:24
3,9,4330,Scanned,0,0,0,16/01/2020 06:20:00,16/01/2020 07:12:12
1,19,5473,Manual,0,0,1,12/05/2020 11:06:00,12/05/2020 11:07:51
